API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun May 14 05:40:44 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Dec-31 00:00:00.0000 UT      
Stop  time      : A.D. 2023-Dec-31 00:00:00.0000 UT      
Step-size       : 60 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 139.484444,35.300556,1.22238E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 139.484444,5211.22956,3665.13099 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230511.p230804                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-11. PREDICTS-> 2023-AUG-03
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
********************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),       phi,  PAB-LON,  PAB-LAT,
********************************************************************************
$$SOE
 2023-Oct-14 00:00,*,m, 138.193797,    41.455605,  172.0778, 106.0976,   5.8451,
 2023-Oct-14 01:00,*,m, 156.983125,    47.725956,  172.3972, 106.3025,   5.1578,
 2023-Oct-14 02:00,*,m, 179.198419,    49.994053,  172.7022, 106.4997,   4.3862,
 2023-Oct-14 03:00,*,m, 201.338316,    47.580894,  173.0038, 106.6944,   3.5761,
 2023-Oct-14 04:00,*,m, 219.953379,    41.185676,  173.3131, 106.8919,   2.7744,
 2023-Oct-14 05:00,*,m, 234.436112,    32.153171,  173.6411, 107.0979,   2.0253,
 2023-Oct-14 06:00,*,m, 245.821577,    21.580723,  173.9977, 107.3173,   1.3672,
 2023-Oct-14 07:00,*,m, 255.282370,    10.158180,  174.3905, 107.5543,   0.8322,
 2023-Oct-14 08:00,*, , 263.741924,    -1.693822,  174.8249, 107.8118,   0.4475,
 2023-Oct-14 09:00,N, , 271.948472,   -13.689969,  175.3033, 108.0910,   0.2375,
 2023-Oct-14 10:00, , , 280.644605,   -25.585667,  175.8250, 108.3919,   0.2286,
 2023-Oct-14 11:00, , , 290.790765,   -37.087956,  176.3866, 108.7126,   0.4571,
 2023-Oct-14 12:00, , , 303.904048,   -47.715864,  176.9821, 109.0502,   0.9843,
 2023-Oct-14 13:00, , , 322.426056,   -56.517730,  177.6033, 109.4004,   1.9352,
 2023-Oct-14 14:00, , , 348.604761,   -61.676538,  178.2405, 109.7580,   3.6147,
 2023-Oct-14 15:00, , ,  18.673800,   -61.156250,  178.8818, 110.1161,   7.0196,
 2023-Oct-14 16:00, , ,  43.538854,   -55.234545,  179.5081, 110.4606,  18.1474,
 2023-Oct-14 17:00, , ,  60.971189,   -46.089072,  179.7757, 290.9162,  44.1426,
 2023-Oct-14 18:00, , ,  73.537443,   -35.381786,  179.2214, 291.1956,  10.5202,
 2023-Oct-14 19:00, , ,  83.518291,   -23.962219,  178.6577, 291.5130,   4.6424,
 2023-Oct-14 20:00,N, ,  92.310709,   -12.278113,  178.1275, 291.8163,   1.6677,
 2023-Oct-14 21:00,*,m, 100.825892,    -0.628262,  177.6372, 292.1011,  -0.4868,
 2023-Oct-14 22:00,*,m, 109.795683,    10.709293,  177.1883, 292.3666,  -2.3122,
 2023-Oct-14 23:00,*,m, 119.959400,    21.388603,  176.7792, 292.6139,  -3.9630,
 2023-Oct-15 00:00,*,m, 132.159732,    30.903208,  176.4056, 292.8451,  -5.4819,
 2023-Oct-15 01:00,*,m, 147.243793,    38.486957,  176.0608, 293.0634,  -6.8626,
 2023-Oct-15 02:00,*,m, 165.471930,    43.109383,  175.7364, 293.2727,  -8.0747,
 2023-Oct-15 03:00,*,m, 185.495692,    43.825656,  175.4229, 293.4771,  -9.0781,
 2023-Oct-15 04:00,*,m, 204.563343,    40.455550,  175.1099, 293.6810,  -9.8337,
 2023-Oct-15 05:00,*,m, 220.684308,    33.746499,  174.7874, 293.8887, -10.3128,
 2023-Oct-15 06:00,*,m, 233.659330,    24.758739,  174.4456, 294.1041, -10.5046,
 2023-Oct-15 07:00,*,m, 244.220814,    14.354119,  174.0760, 294.3313, -10.4201,
 2023-Oct-15 08:00,*,m, 253.220652,     3.108620,  173.6716, 294.5735, -10.0919,
 2023-Oct-15 09:00,N, , 261.395874,    -8.604140,  173.2274, 294.8338,  -9.5697,
 2023-Oct-15 10:00, , , 269.412627,   -20.520660,  172.7408, 295.1137,  -8.9136,
 2023-Oct-15 11:00, , , 278.016530,   -32.411338,  172.2118, 295.4140,  -8.1863,
 2023-Oct-15 12:00, , , 288.307204,   -43.993679,  171.6432, 295.7338,  -7.4459,
 2023-Oct-15 13:00, , , 302.305410,   -54.763736,  171.0404, 296.0709,  -6.7414,
 2023-Oct-15 14:00, , , 323.893979,   -63.562683,  170.4109, 296.4220,  -6.1104,
 2023-Oct-15 15:00, , , 356.770448,   -67.823168,  169.7640, 296.7825,  -5.5791,
 2023-Oct-15 16:00, , ,  31.601557,   -65.093673,  169.1099, 297.1474,  -5.1631,
 2023-Oct-15 17:00, , ,  55.684035,   -57.110384,  168.4597, 297.5113,  -4.8692,
 2023-Oct-15 18:00, , ,  71.072334,   -46.756384,  167.8238, 297.8690,  -4.6976,
 2023-Oct-15 19:00, , ,  82.102564,   -35.459398,  167.2120, 298.2155,  -4.6429,
 2023-Oct-15 20:00,N, ,  91.140338,   -23.830209,  166.6326, 298.5467,  -4.6955,
 2023-Oct-15 21:00,*, ,  99.434026,   -12.196843,  166.0918, 298.8596,  -4.8426,
 2023-Oct-15 22:00,*,m, 107.778616,    -0.813378,  165.5936, 299.1521,  -5.0684,
 2023-Oct-15 23:00,*,m, 116.825068,    10.042550,  165.1392, 299.4237,  -5.3548,
 2023-Oct-16 00:00,*,m, 127.223300,    19.997929,  164.7268, 299.6751,  -5.6815,
 2023-Oct-16 01:00,*,m, 139.639664,    28.513795,  164.3519, 299.9084,  -6.0265,
 2023-Oct-16 02:00,*,m, 154.552956,    34.842310,  164.0077, 300.1268,  -6.3672,
 2023-Oct-16 03:00,*,m, 171.714926,    38.124691,  163.6850, 300.3344,  -6.6811,
 2023-Oct-16 04:00,*,m, 189.679258,    37.759144,  163.3732, 300.5362,  -6.9473,
 2023-Oct-16 05:00,*,m, 206.431682,    33.817931,  163.0610, 300.7372,  -7.1479,
 2023-Oct-16 06:00,*,m, 220.751045,    26.989585,  162.7370, 300.9430,  -7.2700,
 2023-Oct-16 07:00,*,m, 232.574274,    18.128122,  162.3908, 301.1584,  -7.3064,
 2023-Oct-16 08:00,*,m, 242.433202,     7.936497,  162.0131, 301.3879,  -7.2568,
 2023-Oct-16 09:00,N, , 250.972285,    -3.092391,  161.5969, 301.6351,  -7.1277,
 2023-Oct-16 10:00, , , 258.793558,   -14.624508,  161.1377, 301.9027,  -6.9314,
 2023-Oct-16 11:00, , , 266.489614,   -26.419556,  160.6337, 302.1917,  -6.6851,
 2023-Oct-16 12:00, , , 274.789851,   -38.270268,  160.0858, 302.5021,  -6.4084,
 2023-Oct-16 13:00, , , 284.900944,   -49.923073,  159.4978, 302.8324,  -6.1217,
 2023-Oct-16 14:00, , , 299.422321,   -60.891793,  158.8759, 303.1800,  -5.8447,
 2023-Oct-16 15:00, , , 324.645122,   -69.824353,  158.2283, 303.5408,  -5.5945,
 2023-Oct-16 16:00, , ,   7.140530,   -73.010803,  157.5648, 303.9104,  -5.3848,
 2023-Oct-16 17:00, , ,  45.550269,   -67.828093,  156.8962, 304.2834,  -5.2258,
 2023-Oct-16 18:00, , ,  67.020316,   -58.186829,  156.2335, 304.6544,  -5.1236,
 2023-Oct-16 19:00, , ,  80.028940,   -47.079404,  155.5874, 305.0181,  -5.0807,
 2023-Oct-16 20:00,N, ,  89.590462,   -35.516424,  154.9679, 305.3696,  -5.0960,
 2023-Oct-16 21:00,*, ,  97.778734,   -23.899019,  154.3830, 305.7048,  -5.1654,
 2023-Oct-16 22:00,*, , 105.617296,   -12.470823,  153.8391, 306.0206,  -5.2819,
 2023-Oct-16 23:00,*, , 113.767451,    -1.459278,  153.3397, 306.3150,  -5.4363,
 2023-Oct-17 00:00,*,m, 122.784152,     8.856041,  152.8858, 306.5875,  -5.6173,
 2023-Oct-17 01:00,*,m, 133.206125,    18.089523,  152.4752, 306.8388,  -5.8124,
 2023-Oct-17 02:00,*,m, 145.515702,    25.704805,  152.1029, 307.0712,  -6.0082,
 2023-Oct-17 03:00,*,m, 159.908272,    31.019557,  151.7613, 307.2882,  -6.1912,
 2023-Oct-17 04:00,*,m, 175.895583,    33.349488,  151.4405, 307.4942,  -6.3486,
 2023-Oct-17 05:00,*,m, 192.170650,    32.319493,  151.1292, 307.6945,  -6.4694,
 2023-Oct-17 06:00,*,m, 207.239651,    28.103902,  150.8155, 307.8950,  -6.5451,
 2023-Oct-17 07:00,*,m, 220.269726,    21.308613,  150.4873, 308.1012,  -6.5705,
 2023-Oct-17 08:00,*,m, 231.229020,    12.643358,  150.1338, 308.3187,  -6.5441,
 2023-Oct-17 09:00,N,m, 240.512312,     2.704075,  149.7456, 308.5520,  -6.4684,
 2023-Oct-17 10:00, , , 248.623064,    -8.075129,  149.3159, 308.8049,  -6.3496,
 2023-Oct-17 11:00, , , 256.059502,   -19.390792,  148.8405, 309.0798,  -6.1969,
 2023-Oct-17 12:00, , , 263.339550,   -31.023293,  148.3182, 309.3775,  -6.0216,
 2023-Oct-17 13:00, , , 271.139315,   -42.789769,  147.7507, 309.6977,  -5.8362,
 2023-Oct-17 14:00, , , 280.676019,   -54.478703,  147.1426, 310.0383,  -5.6532,
 2023-Oct-17 15:00, , , 294.993023,   -65.673515,  146.5009, 310.3962,  -5.4843,
 2023-Oct-17 16:00, , , 323.838805,   -74.937680,  145.8346, 310.7671,  -5.3393,
 2023-Oct-17 17:00, , ,  19.543786,   -76.952013,  145.1541, 311.1460,  -5.2261,
 2023-Oct-17 18:00, , ,  58.591334,   -69.478543,  144.4708, 311.5273,  -5.1500,
 2023-Oct-17 19:00, , ,  76.462252,   -58.778115,  143.7961, 311.9054,  -5.1138,
 2023-Oct-17 20:00,N, ,  87.267792,   -47.316155,  143.1409, 312.2749,  -5.1175,
 2023-Oct-17 21:00,*, ,  95.589679,   -35.715591,  142.5151, 312.6308,  -5.1592,
 2023-Oct-17 22:00,*, , 103.066404,   -24.237170,  141.9269, 312.9689,  -5.2346,
 2023-Oct-17 23:00,*, , 110.499285,   -13.074305,  141.3823, 313.2862,  -5.3373,
 2023-Oct-18 00:00,*, , 118.426519,    -2.439447,  140.8844, 313.5808,  -5.4599,
 2023-Oct-18 01:00,*,m, 127.311725,     7.388862,  140.4336, 313.8524,  -5.5933,
 2023-Oct-18 02:00,*,m, 137.590701,    16.027058,  140.0271, 314.1020,  -5.7282,
 2023-Oct-18 03:00,*,m, 149.601734,    22.962680,  139.6590, 314.3322,  -5.8549,
 2023-Oct-18 04:00,*,m, 163.371726,    27.586947,  139.3209, 314.5468,  -5.9642,
 2023-Oct-18 05:00,*,m, 178.341329,    29.345508,  139.0021, 314.7509,  -6.0480,
 2023-Oct-18 06:00,*,m, 193.375659,    27.987452,  138.6905, 314.9502,  -6.1001,
 2023-Oct-18 07:00,*,m, 207.295879,    23.712894,  138.3734, 315.1509,  -6.1163,
 2023-Oct-18 08:00,*,m, 219.455810,    17.053907,  138.0386, 315.3589,  -6.0953,
 2023-Oct-18 09:00,A,m, 229.815144,     8.623803,  137.6749, 315.5800,  -6.0382,
 2023-Oct-18 10:00, , , 238.674634,    -1.050613,  137.2731, 315.8190,  -5.9492,
 2023-Oct-18 11:00, , , 246.441524,   -11.573686,  136.8269, 316.0793,  -5.8344,
 2023-Oct-18 12:00, , , 253.535186,   -22.662366,  136.3325, 316.3630,  -5.7018,
 2023-Oct-18 13:00, , , 260.402234,   -34.111491,  135.7895, 316.6709,  -5.5603,
 2023-Oct-18 14:00, , , 267.636812,   -45.757371,  135.2005, 317.0019,  -5.4192,
 2023-Oct-18 15:00, , , 276.354212,   -57.428146,  134.5711, 317.3536,  -5.2874,
 2023-Oct-18 16:00, , , 289.664118,   -68.802772,  133.9090, 317.7223,  -5.1725,
 2023-Oct-18 17:00, , , 320.778356,   -78.549482,  133.2241, 318.1034,  -5.0807,
 2023-Oct-18 18:00, , ,  32.106150,   -79.522346,  132.5273, 318.4914,  -5.0166,
 2023-Oct-18 19:00, , ,  68.614103,   -70.390062,  131.8306, 318.8806,  -4.9826,
 2023-Oct-18 20:00,N, ,  83.201002,   -59.171583,  131.1456, 319.2650,  -4.9794,
 2023-Oct-18 21:00,*, ,  92.333914,   -47.606022,  130.4835, 319.6392,  -5.0055,
 2023-Oct-18 22:00,*, ,  99.740422,   -36.070637,  129.8540, 319.9981,  -5.0578,
 2023-Oct-18 23:00,*, , 106.677658,   -24.750270,  129.2650, 320.3377,  -5.1318,
 2023-Oct-19 00:00,*, , 113.775878,   -13.812004,  128.7222, 320.6550,  -5.2215,
 2023-Oct-19 01:00,*, , 121.480146,    -3.459150,  128.2279, 320.9483,  -5.3203,
 2023-Oct-19 02:00,*,m, 130.185000,     6.034251,  127.7819, 321.2178,  -5.4206,
 2023-Oct-19 03:00,*,m, 140.253982,    14.294082,  127.3803, 321.4647,  -5.5150,
 2023-Oct-19 04:00,*,m, 151.939816,    20.834126,  127.0165, 321.6923,  -5.5964,
 2023-Oct-19 05:00,*,m, 165.193754,    25.099384,  126.6810, 321.9047,  -5.6583,
 2023-Oct-19 06:00,*,m, 179.459008,    26.609039,  126.3625, 322.1075,  -5.6956,
 2023-Oct-19 07:00,*,m, 193.725390,    25.164986,  126.0480, 322.3068,  -5.7051,
 2023-Oct-19 08:00,*,m, 206.977221,    20.960719,  125.7246, 322.5092,  -5.6852,
 2023-Oct-19 09:00,A,m, 218.645783,    14.475290,  125.3796, 322.7209,  -5.6368,
 2023-Oct-19 10:00, ,m, 228.670401,     6.264582,  125.0022, 322.9476,  -5.5628,
 2023-Oct-19 11:00, , , 237.292532,    -3.183565,  124.5836, 323.1941,  -5.4678,
 2023-Oct-19 12:00, , , 244.861143,   -13.494256,  124.1177, 323.4636,  -5.3579,
 2023-Oct-19 13:00, , , 251.746003,   -24.394643,  123.6019, 323.7578,  -5.2403,
 2023-Oct-19 14:00, , , 258.344071,   -35.686224,  123.0366, 324.0769,  -5.1222,
 2023-Oct-19 15:00, , , 265.181170,   -47.214714,  122.4253, 324.4194,  -5.0107,
 2023-Oct-19 16:00, , , 273.250347,   -58.830776,  121.7744, 324.7825,  -4.9123,
 2023-Oct-19 17:00, , , 285.462002,   -70.280907,  121.0926, 325.1619,  -4.8322,
 2023-Oct-19 18:00, , , 316.734519,   -80.420945,  120.3903, 325.5527,  -4.7741,
 2023-Oct-19 19:00, , ,  40.589072,   -80.817713,  119.6793, 325.9490,  -4.7404,
 2023-Oct-19 20:00,N, ,  74.070183,   -70.864645,  118.9714, 326.3449,  -4.7316,
 2023-Oct-19 21:00,*, ,  86.686623,   -59.462217,  118.2788, 326.7344,  -4.7468,
 2023-Oct-19 22:00,*, ,  94.879987,   -47.885929,  117.6123, 327.1119,  -4.7837,
 2023-Oct-19 23:00,*, , 101.766680,   -36.403577,  116.9815, 327.4724,  -4.8384,
 2023-Oct-20 00:00,*, , 108.382835,   -25.167597,  116.3939, 327.8121,  -4.9064,
 2023-Oct-20 01:00,*, , 115.263908,   -14.332845,  115.8543, 328.1282,  -4.9821,
 2023-Oct-20 02:00,*, , 122.804420,    -4.096644,  115.3645, 328.4196,  -5.0594,
 2023-Oct-20 03:00,*,m, 131.363810,     5.272066,  114.9231, 328.6865,  -5.1323,
 2023-Oct-20 04:00,*,m, 141.274221,    13.407133,  114.5256, 328.9309,  -5.1947,
 2023-Oct-20 05:00,*,m, 152.759143,    19.836670,  114.1642, 329.1563,  -5.2414,
 2023-Oct-20 06:00,*,m, 165.754300,    24.027394,  113.8287, 329.3675,  -5.2682,
 2023-Oct-20 07:00,*,m, 179.721863,    25.520649,  113.5070, 329.5705,  -5.2721,
 2023-Oct-20 08:00,*,m, 193.706218,    24.126003,  113.1860, 329.7717,  -5.2519,
 2023-Oct-20 09:00,A,m, 206.743300,    20.022476,  112.8522, 329.9778,  -5.2080,
 2023-Oct-20 10:00, ,m, 218.278002,    13.663160,  112.4934, 330.1953,  -5.1425,
 2023-Oct-20 11:00, ,m, 228.232199,     5.581816,  112.0988, 330.4297,  -5.0593,
 2023-Oct-20 12:00, , , 236.822379,    -3.746324,  111.6603, 330.6855,  -4.9632,
 2023-Oct-20 13:00, , , 244.377666,   -13.951491,  111.1728, 330.9655,  -4.8602,
 2023-Oct-20 14:00, , , 251.254663,   -24.761970,  110.6343, 331.2711,  -4.7562,
 2023-Oct-20 15:00, , , 257.841333,   -35.978860,  110.0463, 331.6019,  -4.6573,
 2023-Oct-20 16:00, , , 264.655386,   -47.447379,  109.4133, 331.9560,  -4.5690,
 2023-Oct-20 17:00, , , 272.678536,   -59.018804,  108.7423, 332.3300,  -4.4957,
 2023-Oct-20 18:00, , , 284.803803,   -70.444035,  108.0428, 332.7193,  -4.4409,
 2023-Oct-20 19:00, , , 316.121032,   -80.593694,  107.3258, 333.1185,  -4.4064,
 2023-Oct-20 20:00,N, ,  41.159067,   -80.905209,  106.6031, 333.5218,  -4.3931,
 2023-Oct-20 21:00,*, ,  74.219194,   -70.882017,  105.8870, 333.9230,  -4.4000,
 2023-Oct-20 22:00,*, ,  86.643600,   -59.458072,  105.1893, 334.3161,  -4.4254,
 2023-Oct-20 23:00,*, ,  94.740559,   -47.862819,  104.5207, 334.6955,  -4.4661,
 2023-Oct-21 00:00,*, , 101.563820,   -36.354053,  103.8903, 335.0566,  -4.5181,
 2023-Oct-21 01:00,*, , 108.129746,   -25.079955,  103.3049, 335.3956,  -4.5768,
 2023-Oct-21 02:00,*, , 114.966856,   -14.192237,  102.7684, 335.7103,  -4.6372,
 2023-Oct-21 03:00,*, , 122.468827,    -3.885355,  102.2820, 335.9997,  -4.6940,
 2023-Oct-21 04:00,*,m, 130.999737,     5.574021,  101.8434, 336.2646,  -4.7422,
 2023-Oct-21 05:00,*,m, 140.903495,    13.819902,  101.4470, 336.5075,  -4.7773,
 2023-Oct-21 06:00,*,m, 152.423444,    20.375458,  101.0845, 336.7323,  -4.7957,
 2023-Oct-21 07:00,*,m, 165.517285,    24.693857,  100.7451, 336.9442,  -4.7947,
 2023-Oct-21 08:00,*,m, 179.653295,    26.294906,  100.4161, 337.1494,  -4.7732,
 2023-Oct-21 09:00,A,m, 193.850384,    24.968345,  100.0842, 337.3547,  -4.7314,
 2023-Oct-21 10:00, ,m, 207.101929,    20.887225,   99.7362, 337.5667,  -4.6711,
 2023-Oct-21 11:00, ,m, 218.825497,    14.513269,   99.3602, 337.7919,  -4.5954,
 2023-Oct-21 12:00, ,m, 228.941931,     6.394213,   98.9460, 338.0355,  -4.5083,
 2023-Oct-21 13:00, , , 237.682934,    -2.982771,   98.4862, 338.3016,  -4.4149,
 2023-Oct-21 14:00, , , 245.399353,   -13.239644,   97.9765, 338.5928,  -4.3204,
 2023-Oct-21 15:00, , , 252.474728,   -24.098678,   97.4160, 338.9099,  -4.2300,
 2023-Oct-21 16:00, , , 259.336134,   -35.354747,   96.8068, 339.2519,  -4.1485,
 2023-Oct-21 17:00, , , 266.571824,   -46.842680,   96.1543, 339.6167,  -4.0797,
 2023-Oct-21 18:00, , , 275.317617,   -58.389184,   95.4661, 340.0003,  -4.0268,
 2023-Oct-21 19:00, , , 288.842137,   -69.668378,   94.7521, 340.3980,  -3.9914,
 2023-Oct-21 20:00,N, , 321.725807,   -79.260869,   94.0235, 340.8042,  -3.9743,
 2023-Oct-21 21:00,*, ,  35.306874,   -79.493052,   93.2924, 341.2129,  -3.9747,
 2023-Oct-21 22:00,*, ,  69.509621,   -70.009661,   92.5707, 341.6179,  -3.9912,
 2023-Oct-21 23:00,*, ,  83.304744,   -58.697621,   91.8699, 342.0133,  -4.0210,
 2023-Oct-22 00:00,*, ,  92.100498,   -47.069195,   91.2004, 342.3939,  -4.0607,
 2023-Oct-22 01:00,*, ,  99.313448,   -35.458439,   90.5706, 342.7550,  -4.1062,
 2023-Oct-22 02:00,*, , 106.114850,   -24.035335,   89.9865, 343.0934,  -4.1533,
 2023-Oct-22 03:00,*, , 113.107431,   -12.958066,   89.4515, 343.4070,  -4.1973,
 2023-Oct-22 04:00,*, , 120.732422,    -2.423029,   88.9658, 343.6955,  -4.2340,
 2023-Oct-22 05:00,*,m, 129.398531,     7.300005,   88.5264, 343.9599,  -4.2595,
 2023-Oct-22 06:00,*,m, 139.504511,    15.834287,   88.1271, 344.2030,  -4.2705,
 2023-Oct-22 07:00,*,m, 151.359854,    22.675690,   87.7591, 344.4292,  -4.2649,
 2023-Oct-22 08:00,C,m, 164.972490,    27.227191,   87.4112, 344.6438,  -4.2414,
 2023-Oct-22 09:00,A,m, 179.785157,    28.947035,   87.0708, 344.8534,  -4.2003,
 2023-Oct-22 10:00, ,m, 194.690363,    27.589382,   86.7246, 345.0646,  -4.1431,
 2023-Oct-22 11:00, ,m, 208.540937,    23.346421,   86.3598, 345.2842,  -4.0722,
 2023-Oct-22 12:00, ,m, 220.703875,    16.735257,   85.9649, 345.5182,  -3.9913,
 2023-Oct-22 13:00, ,m, 231.137142,     8.356812,   85.5306, 345.7716,  -3.9047,
 2023-Oct-22 14:00, , , 240.140439,    -1.268094,   85.0502, 346.0482,  -3.8170,
 2023-Oct-22 15:00, , , 248.131241,   -11.744000,   84.5201, 346.3501,  -3.7327,
 2023-Oct-22 16:00, , , 255.558099,   -22.783010,   83.9402, 346.6776,  -3.6561,
 2023-Oct-22 17:00, , , 262.929666,   -34.168484,   83.3132, 347.0295,  -3.5908,
 2023-Oct-22 18:00, , , 270.970520,   -45.711657,   82.6450, 347.4032,  -3.5393,
 2023-Oct-22 19:00, , , 281.091223,   -57.179043,   81.9436, 347.7946,  -3.5033,
 2023-Oct-22 20:00,N, , 297.076898,   -68.065740,   81.2189, 348.1988,  -3.4833,
 2023-Oct-22 21:00,*, , 331.276221,   -76.461850,   80.4823, 348.6101,  -3.4789,
 2023-Oct-22 22:00,*, ,  28.941156,   -76.249304,   79.7454, 349.0226,  -3.4885,
 2023-Oct-22 23:00,*, ,  62.085576,   -67.640400,   79.0201, 349.4302,  -3.5097,
 2023-Oct-23 00:00,*, ,  77.683533,   -56.630815,   78.3173, 349.8273,  -3.5397,
 2023-Oct-23 01:00,*, ,  87.619533,   -45.024058,   77.6468, 350.2086,  -3.5747,
 2023-Oct-23 02:00,*, ,  95.526825,   -33.299459,   77.0164, 350.5700,  -3.6109,
 2023-Oct-23 03:00,*, , 102.775925,   -21.677745,   76.4316, 350.9085,  -3.6445,
 2023-Oct-23 04:00,*, , 110.084346,   -10.336209,   75.8950, 351.2222,  -3.6715,
 2023-Oct-23 05:00,*,m, 117.973596,     0.519998,   75.4062, 351.5112,  -3.6886,
 2023-Oct-23 06:00,*,m, 126.930964,    10.611464,   74.9619, 351.7768,  -3.6929,
 2023-Oct-23 07:00,*,m, 137.453351,    19.538897,   74.5555, 352.0222,  -3.6826,
 2023-Oct-23 08:00,C,m, 149.968437,    26.746650,   74.1780, 352.2516,  -3.6567,
 2023-Oct-23 09:00,A,m, 164.565328,    31.546510,   73.8182, 352.4709,  -3.6152,
 2023-Oct-23 10:00, ,m, 180.606151,    33.292221,   73.4637, 352.6864,  -3.5594,
 2023-Oct-23 11:00, ,m, 196.705968,    31.697220,   73.1016, 352.9047,  -3.4916,
 2023-Oct-23 12:00, ,m, 211.458707,    27.022210,   72.7196, 353.1323,  -3.4150,
 2023-Oct-23 13:00, ,m, 224.190239,    19.903829,   72.3069, 353.3751,  -3.3333,
 2023-Oct-23 14:00, ,m, 234.973770,    11.035619,   71.8545, 353.6377,  -3.2507,
 2023-Oct-23 15:00, ,m, 244.247201,     0.985118,   71.3567, 353.9236,  -3.1713,
 2023-Oct-23 16:00, , , 252.538750,    -9.833968,   70.8103, 354.2344,  -3.0988,
 2023-Oct-23 17:00, , , 260.390486,   -21.123947,   70.2155, 354.5703,  -3.0364,
 2023-Oct-23 18:00, , , 268.418301,   -32.651373,   69.5757, 354.9298,  -2.9865,
 2023-Oct-23 19:00, , , 277.512004,   -44.185549,   68.8966, 355.3101,  -2.9504,
 2023-Oct-23 20:00,N, , 289.357609,   -55.387067,   68.1865, 355.7070,  -2.9287,
 2023-Oct-23 21:00,*, , 307.884339,   -65.482679,   67.4552, 356.1156,  -2.9209,
 2023-Oct-23 22:00,*, , 341.207190,   -72.191879,   66.7136, 356.5304,  -2.9254,
 2023-Oct-23 23:00,*, ,  25.267664,   -71.265546,   65.9733, 356.9454,  -2.9403,
 2023-Oct-24 00:00,*, ,  54.782179,   -63.464930,   65.2454, 357.3548,  -2.9627,
 2023-Oct-24 01:00,*, ,  71.320867,   -52.923429,   64.5406, 357.7531,  -2.9893,
 2023-Oct-24 02:00,*, ,  82.276227,   -41.452888,   63.8680, 358.1355,  -3.0168,
 2023-Oct-24 03:00,*, ,  90.908556,   -29.674978,   63.2351, 358.4978,  -3.0416,
 2023-Oct-24 04:00,*, ,  98.662189,   -17.878117,   62.6467, 358.8373,  -3.0604,
 2023-Oct-24 05:00,*, , 106.346193,    -6.269436,   62.1051, 359.1525,  -3.0700,
 2023-Oct-24 06:00,*,m, 114.567860,     4.931014,   61.6098, 359.4435,  -3.0683,
 2023-Oct-24 07:00,*,m, 123.916281,    15.428874,   61.1572, 359.7118,  -3.0533,
 2023-Oct-24 08:00,C,m, 135.032888,    24.791933,   60.7407, 359.9608,  -3.0243,
 2023-Oct-24 09:00,A,m, 148.534647,    32.386983,   60.3515,   0.1948,  -2.9816,
 2023-Oct-24 10:00, ,m, 164.640472,    37.383411,   59.9786,   0.4194,  -2.9261,
 2023-Oct-24 11:00, ,m, 182.532398,    38.976458,   59.6101,   0.6411,  -2.8601,
 2023-Oct-24 12:00, ,m, 200.291249,    36.850313,   59.2335,   0.8661,  -2.7864,
 2023-Oct-24 13:00, ,m, 216.111787,    31.423714,   58.8370,   1.1010,  -2.7084,
 2023-Oct-24 14:00, ,m, 229.368902,    23.534679,   58.4102,   1.3511,  -2.6299,
 2023-Oct-24 15:00, ,m, 240.391548,    13.996515,   57.9446,   1.6210,  -2.5545,
 2023-Oct-24 16:00, ,m, 249.836561,     3.417894,   57.4348,   1.9137,  -2.4856,
 2023-Oct-24 17:00, , , 258.373383,    -7.780544,   56.8780,   2.2308,  -2.4262,
 2023-Oct-24 18:00, , , 266.646079,   -19.296544,   56.2745,   2.5723,  -2.3782,
 2023-Oct-24 19:00, , , 275.375933,   -30.874535,   55.6275,   2.9366,  -2.3430,
 2023-Oct-24 20:00,A, , 285.590608,   -42.221886,   54.9429,   3.3209,  -2.3208,
